defined_class	defined_class_label	entity	entity_label
MP:0005643	"decreased dopamine level"	CHEBI:18243	"dopamine"
MP:0011448	"decreased dopaminergic neuron number"	CL:0000700	"dopaminergic neuron"
MP:0005089	"decreased double-negative T cell number"	CL:0002489	"double negative thymocyte"
MP:0005092	"decreased double-positive T cell number"	CL:0000809	"double-positive, alpha-beta thymocyte"
MP:0013458	"decreased eccrine gland number"	UBERON:0000423	"eccrine sweat gland"
MP:0010845	"decreased effector memory CD4-positive, alpha-beta T cell number"	CL:0000905	"effector memory CD4-positive, alpha-beta T cell"
MP:0010851	"decreased effector memory CD8-positive, alpha-beta T cell number"	CL:0000913	"effector memory CD8-positive, alpha-beta T cell"
MP:0009096	"decreased endometrial gland number"	UBERON:0002451	"endometrial gland"
MP:0000339	"decreased enterocyte cell number"	CL:0000584	"enterocyte"
MP:0005012	"decreased eosinophil cell number"	CL:0000771	"eosinophil"
MP:0011687	"decreased epidermal stem cell number"	CL:1000428	"stem cell of epidermis"
MP:0011179	"decreased erythroblast number"	CL:0000765	"erythroblast"
MP:0002875	"decreased erythrocyte cell number"	CL:0000232	"erythrocyte"
MP:0008973	"decreased erythroid progenitor cell number"	CL:0000038	"erythroid progenitor cell"
MP:0011288	"decreased erythropoietin level"	PR:000007141	"erythropoietin"
MP:0013897	"decreased eyelid cilium number"	UBERON:0001702	"eyelash"
MP:0005282	"decreased fatty acid level"	CHEBI:35366	"fatty acid"
MP:0011243	"decreased fetal derived definitive erythrocyte cell number"	CL:0002357	"fetal derived definitive erythrocyte"
MP:0005130	"decreased follicle stimulating hormone level"	CHEBI:81569	"Follicle stimulating hormone"
MP:0008174	"decreased follicular B cell number"	CL:0000843	"follicular B cell"
MP:0008200	"decreased follicular dendritic cell number"	CL:0000442	"follicular dendritic cell"
MP:0008347	"decreased gamma-delta T cell number"	CL:0000798	"gamma-delta T cell"
MP:0008351	"decreased gamma-delta intraepithelial T cell number"	CL:0000801	"gamma-delta intraepithelial T cell"
MP:0002209	"decreased germ cell number"	CL:0000586	"germ cell"
MP:0008178	"decreased germinal center B cell number"	CL:0000844	"germinal center B cell"
MP:0002868	"decreased glutamic acid decarboxylase level"	PR:000007785	"glutamate decarboxylase 1"
MP:0012604	"decreased glutathione level"	CHEBI:16856	"glutathione"
MP:0003440	"decreased glycerol level"	CHEBI:17754	"glycerol"
MP:0005439	"decreased glycogen level"	CHEBI:28087	"glycogen"
MP:0008335	"decreased gonadotroph cell number"	CL:0000437	"gonadtroph"
MP:0013697	"decreased granulocyte monocyte progenitor cell number"	CL:0000557	"granulocyte monocyte progenitor cell"
MP:0000334	"decreased granulocyte number"	CL:0000094	"granulocyte"
MP:0005136	"decreased growth hormone level"	CHEBI:37845	"growth hormone"
MP:0000379	"decreased hair follicle number"	UBERON:0002073	"hair follicle"
MP:0012718	"decreased hemangioblast number"	CL:0002418	"hemangioblast"
MP:0020226	"decreased hemangioma incidence"	MP:0014086	"hemangioma"
MP:0011182	"decreased hematopoietic cell number"	CL:0000988	"hematopoietic cell"
MP:0004810	"decreased hematopoietic stem cell number"	CL:0000037	"hematopoietic stem cell"
MP:0012243	"decreased hepatoblast number"	CL:0005026	"hepatoblast"
MP:0000606	"decreased hepatocyte number"	CL:0000182	"hepatocyte"
MP:0010265	"decreased hepatoma incidence"	DOID:684	"hepatocellular carcinoma"
MP:0008215	"decreased immature B cell number"	CL:0000816	"immature B cell"
MP:0013666	"decreased immature NK cell number"	CL:0000823	"immature natural killer cell"
MP:0020831	"decreased jugular lymph sac number"	UBERON:0011765	"jugular lymph sac"
MP:0011995	"decreased leukemia incidence"	MPATH:496	"Non-Lymphoid leukaemias"
MP:0000221	"decreased leukocyte cell number"	CL:0000738	"leukocyte"
MP:0009817	"decreased leukotriene level"	CHEBI:25029	"leukotriene"
MP:0001841	"decreased level of surface class I molecules"	GO:0042612	"MHC class I protein complex"
MP:0010539	"decreased level of surface class II molecules"	GO:0042613	"MHC class II protein complex"
MP:0004647	"decreased lumbar vertebrae number"	UBERON:0002414	"lumbar vertebra"
MP:0005132	"decreased luteinizing hormone level"	CHEBI:81568	"Luteinizing hormone"
MP:0002219	"decreased lymph node number"	UBERON:0000029	"lymph node"
MP:0005016	"decreased lymphocyte cell number"	CL:0000542	"lymphocyte"
MP:0010268	"decreased lymphoma incidence"	MPATH:513	"Lymphoid neoplasms"
MP:0003884	"decreased macrophage cell number"	CL:0000235	"macrophage"
MP:0013715	"decreased mammary gland number"	UBERON:0001911	"mammary gland"
MP:0008182	"decreased marginal zone B cell number"	CL:0000845	"marginal zone B cell"
MP:0000336	"decreased mast cell number"	CL:0000097	"mast cell"
MP:0008211	"decreased mature B cell number"	CL:0000785	"mature B cell"
MP:0013672	"decreased mature NK cell number"	CL:0000824	"mature natural killer cell"
MP:0008354	"decreased mature gamma-delta T cell number"	CL:0000800	"mature gamma-delta T cell"
MP:0002682	"decreased mature ovarian follicle number"	UBERON:0003982	"mature ovarian follicle"
MP:0005642	"decreased mean corpuscular hemoglobin concentration"	MP:0001589	"abnormal mean corpuscular hemoglobin"
MP:0008255	"decreased megakaryocyte cell number"	CL:0000556	"megakaryocyte"
MP:0020464	"decreased megakaryocyte progenitor cell number"	CL:0000553	"megakaryocyte progenitor cell"
MP:0013705	"decreased megakaryocyte-erythroid progenitor cell number"	CL:0000050	"megakaryocyte-erythroid progenitor cell"
MP:0008729	"decreased memory B cell number"	CL:0000787	"memory B cell"
MP:0008050	"decreased memory T cell number"	CL:0000813	"memory T cell"
MP:0004636	"decreased metacarpal bone number"	UBERON:0002374	"metacarpal bone"
MP:0004640	"decreased metatarsal bone number"	UBERON:0001448	"metatarsal bone"
MP:0011629	"decreased mitochondria number"	GO:0005739	"mitochondrion"
MP:0006400	"decreased molar number"	UBERON:0003655	"molar tooth"
MP:0000223	"decreased monocyte cell number"	CL:0000576	"monocyte"
MP:0000939	"decreased motor neuron number"	CL:0000100	"motor neuron"
MP:0020456	"decreased myelin sheath amount"	UBERON:0000347	"entire myelin sheath"
MP:0013662	"decreased myeloid cell number"	CL:0000763	"myeloid cell"
MP:0008122	"decreased myeloid dendritic cell number"	CL:0000782	"myeloid dendritic cell"
MP:0004567	"decreased myocardial fiber number"	CL:0000746	"cardiac muscle cell"
MP:0008185	"decreased naive B cell number"	CL:0000788	"naive B cell"
MP:0011290	"decreased nephron number"	UBERON:0001285	"nephron"
MP:0008948	"decreased neuron number"	CL:0000540	"neuron"
MP:0004981	"decreased neuronal precursor cell number"	CL:0000337	"neuroblast (sensu Vertebrata)"
MP:0000222	"decreased neutrophil cell number"	CL:0000775	"neutrophil"
MP:0013529	"decreased nipple number"	UBERON:0002030	"nipple"
MP:0010920	"decreased number of pulmonary neuroendocrine bodies"	UBERON:0010002	"pulmonary neuroendocrine body"
MP:0020348	"decreased olfactory sensory neuron number"	CL:0000207	"olfactory receptor cell"
MP:0009808	"decreased oligodendrocyte number"	CL:0000128	"oligodendrocyte"
MP:0005431	"decreased oocyte number"	CL:0000023	"oocyte"
MP:0004989	"decreased osteoblast cell number"	CL:0000062	"osteoblast"
MP:0004985	"decreased osteoclast cell number"	CL:0000092	"osteoclast"
MP:0030483	"decreased osteocyte number"	CL:0000137	"osteocyte"
MP:0013767	"decreased palatal rugae number"	UBERON:0008799	"transverse palatine fold"
MP:0009177	"decreased pancreatic alpha cell number"	CL:0000171	"pancreatic A cell"
MP:0003339	"decreased pancreatic beta cell number"	CL:0000169	"type B pancreatic cell"
MP:0009181	"decreased pancreatic delta cell number"	CL:0000173	"pancreatic D cell"
MP:0009168	"decreased pancreatic islet number"	UBERON:0000006	"islet of Langerhans"
MP:0020438	"decreased papilloma incidence"	MPATH:445	"papilloma"
MP:0020816	"decreased photoreceptor outer segment number"	GO:0001750	"photoreceptor outer segment"
MP:0013437	"decreased phytosterol level"	CHEBI:26125	"phytosterols"
MP:0008098	"decreased plasma cell number"	CL:0000786	"plasma cell"
MP:0008124	"decreased plasmacytoid dendritic cell number"	CL:0000784	"plasmacytoid dendritic cell"
MP:0010284	"decreased plasmacytoma incidence"	MPATH:532	"plasmacytoma"
MP:0020431	"decreased platelet alpha-granule number"	GO:0031091	"platelet alpha granule"
MP:0020432	"decreased platelet dense granule number"	GO:0042827	"platelet dense granule"
MP:0011753	"decreased podocyte number"	CL:0000653	"glomerular visceral epithelial cell"
MP:0011990	"decreased porphyrin level"	CHEBI:8337	"porphyrin"
MP:0008209	"decreased pre-B cell number"	CL:0000817	"precursor B cell"
MP:0000461	"decreased presacral vertebrae number"	UBERON:0004451	"trunk or cervical vertebra"
MP:0011125	"decreased primary ovarian follicle number"	UBERON:0000035	"primary ovarian follicle"
MP:0008392	"decreased primordial germ cell number"	CL:0000670	"primordial germ cell"
MP:0011121	"decreased primordial ovarian follicle number"	UBERON:0003981	"primordial ovarian follicle"
MP:0008208	"decreased pro-B cell number"	CL:0000826	"pro-B cell"
MP:0005138	"decreased prolactin level"	PR:000013246	"prolactin"
MP:0020238	"decreased proline level"	CHEBI:26271	"proline"
MP:0009815	"decreased prostaglandin level"	CHEBI:26333	"prostaglandin"
MP:0000666	"decreased prostate gland duct number"	UBERON:0002485	"prostate duct"
MP:0020388	"decreased radial glial cell number"	CL:0000681	"radial glial cell"
MP:0004974	"decreased regulatory T cell number"	CL:0000815	"regulatory T cell"
MP:0004505	"decreased renal glomerulus number"	UBERON:0000074	"renal glomerulus"
MP:0000524	"decreased renal tubule number"	UBERON:0001231	"nephron tubule"
MP:0008446	"decreased retinal cone cell number"	CL:0000573	"retinal cone cell"
MP:0006309	"decreased retinal ganglion cell number"	CL:0000740	"retinal ganglion cell"
MP:0001327	"decreased retinal photoreceptor cell number"	CL:0000287	"eye photoreceptor cell"
MP:0008453	"decreased retinal rod cell number"	CL:0000604	"retinal rod cell"
MP:0003345	"decreased rib number"	UBERON:0002228	"rib"
MP:0004649	"decreased sacral vertebrae number"	UBERON:0001094	"sacral vertebra"
MP:0003833	"decreased satellite cell number"	CL:0000594	"skeletal muscle satellite cell"
MP:0005286	"decreased saturated fatty acid level"	CHEBI:26607	"saturated fatty acid"
MP:0013192	"decreased sebaceous gland number"	UBERON:0001821	"sebaceous gland"
MP:0013379	"decreased sebocyte cell number"	CL:0002140	"acinar cell of sebaceous gland"
MP:0011129	"decreased secondary ovarian follicle number"	UBERON:0000037	"tertiary ovarian follicle"
MP:0000966	"decreased sensory neuron number"	CL:0000101	"sensory neuron"
MP:0010070	"decreased serotonin level"	CHEBI:28790	"serotonin"
MP:0009406	"decreased skeletal muscle fiber number"	CL:0000188	"cell of skeletal muscle"
MP:0014079	"decreased small intestinal villus number"	UBERON:0001213	"intestinal villus"
MP:0010916	"decreased solitary pulmonary neuroendocrine cell number"	CL:0002066	"Feyrter cell"
MP:0008329	"decreased somatotroph cell number"	CL:0000295	"somatotropin secreting cell"
MP:0020117	"decreased sphingosine level"	CHEBI:16393	"sphingosine"
MP:0008482	"decreased spleen germinal center number"	UBERON:0005196	"spleen germinal center"
MP:0008477	"decreased spleen red pulp amount"	UBERON:0001250	"red pulp of spleen"
MP:0008479	"decreased spleen white pulp amount"	UBERON:0001959	"white pulp of spleen"
MP:0012283	"decreased sternebra number"	UBERON:0002208	"sternebra"
MP:0012225	"decreased sterol level"	CHEBI:15889	"sterol"
MP:0020005	"decreased sulfoglycosphingolipid level"	CHEBI:36477	"sulfoglycosphingolipid"
MP:0009370	"decreased theca cell number"	CL:0000503	"theca cell"
MP:0004648	"decreased thoracic vertebrae number"	UBERON:0002347	"thoracic vertebra"
MP:0000715	"decreased thymocyte number"	CL:0000893	"thymocyte"
MP:0005134	"decreased thyroid-stimulating hormone level"	CHEBI:81567	"thyroid stimulating hormone"
MP:0008338	"decreased thyrotroph cell number"	CL:0000476	"thyrotroph"
MP:0005471	"decreased thyroxine level"	CHEBI:30660	"thyroxine"
MP:0010025	"decreased total body fat amount"	UBERON:0001013	"adipose tissue"
MP:0013495	"decreased trachea gland number"	UBERON:0005203	"trachea gland"
MP:0004551	"decreased tracheal cartilage ring number"	UBERON:0003604	"trachea cartilage"
MP:0008838	"decreased transforming growth factor level"	PR:000000046	"TGF-beta"
MP:0008190	"decreased transitional stage B cell number"	CL:0000818	"transitional stage B cell"
MP:0009923	"decreased transitional stage T1 B cell number"	CL:0000958	"T1 B cell"
MP:0009926	"decreased transitional stage T2 B cell number"	CL:0000959	"T2 B cell"
MP:0010228	"decreased transitional stage T3 B cell number"	CL:0000960	"T3 B cell"
MP:0005318	"decreased triglyceride level"	CHEBI:17855	"triglyceride"
MP:0005473	"decreased triiodothyronine level"	CHEBI:18258	"3,3',5-triiodo-L-thyronine"
MP:0001713	"decreased trophoblast giant cell number"	CL:0002488	"trophoblast giant cell"
MP:0010816	"decreased type I pneumocyte number"	CL:0002062	"type I pneumocyte"
MP:0010811	"decreased type II pneumocyte number"	CL:0002063	"type II pneumocyte"
MP:0005285	"decreased unsaturated fatty acid level"	CHEBI:27208	"unsaturated fatty acid"
MP:0008876	"decreased uterine NK cell number"	CL:0002343	"decidual natural killer cell"
MP:0006057	"decreased vascular endothelial cell number"	CL:0002139	"endothelial cell of vascular tree"
MP:0004645	"decreased vertebrae number"	UBERON:0002412	"vertebra"
MP:0004328	"decreased vestibular hair cell number"	CL:0000609	"vestibular hair cell"
MP:0012336	"decreased vitamin D level"	CHEBI:27300	"vitamin D"
MP:0001783	"decreased white adipose tissue amount"	UBERON:0001347	"white adipose tissue"
MP:0009131	"decreased white fat cell number"	CL:0000448	"white fat cell"
MP:0008538	"decreased zigzag hair amount"	UBERON:0010513	"strand of zigzag hair"
MP:0003032	"hypocapnia"	CHEBI:16526	"carbon dioxide"
MP:0013716	"hypolactation"	GO:0007595	"lactation"
MP:0005039	"hypoxia"	CHEBI:25805	"oxygen atom"
MP:0013409	"increased dendritic epidermal T cell number"	CL:0000916	"dendritic epidermal T cell"
MP:0002687	"oligozoospermia"	CL:0000019	"sperm"
MP:0001475	"reduced long term depression"	GO:0060292	"long term synaptic depression"
MP:0001473	"reduced long term potentiation"	GO:0060291	"long-term synaptic potentiation"
MP:0008941	"reticulocytopenia"	CL:0000558	"reticulocyte"
MP:0003604	"single kidney"	UBERON:0002113	"kidney"
MP:0011144	"thin lung-associated mesenchyme"	UBERON:0004883	"lung mesenchyme"
MP:0003179	"thrombocytopenia"	CL:0000233	"platelet"
