defined_class	defined_class_label	entity	entity_label
MP:0004363	"stria vascularis degeneration"	UBERON:0002282	"stria vascularis of cochlear duct"
MP:0020230	"subcutaneous adipose tissue degeneration"	UBERON:0002190	"subcutaneous adipose tissue"
MP:0013600	"testis degeneration"	UBERON:0000473	"testis"
MP:0013173	"trigeminal ganglion degeneration"	UBERON:0001675	"trigeminal ganglion"
MP:0004487	"type I spiral ligament fibrocyte degeneration"	CL:0002670	"type 1 otic fibrocyte"
MP:0004488	"type II spiral ligament fibrocyte degeneration"	CL:0002666	"type 2 otic fibrocyte"
MP:0004489	"type III spiral ligament fibrocyte degeneration"	CL:0002669	"type 3 otic fibrocyte"
MP:0004490	"type IV spiral ligament fibrocyte degeneration"	CL:0002668	"type 4 otic fibrocyte"
MP:0004332	"utricular degeneration"	UBERON:0001853	"utricle of membranous labyrinth"
MP:0004334	"utricular macular degeneration"	UBERON:0002214	"macula of utricle of membranous labyrinth"
MP:0012562	"vasculature degeneration"	UBERON:0001981	"blood vessel"
MP:0004776	"vestibular dark cell degeneration"	CL:0000846	"vestibular dark cell"
MP:0004298	"vestibular ganglion degeneration"	UBERON:0002824	"vestibular ganglion"
MP:0004324	"vestibular hair cell degeneration"	CL:0000609	"vestibular hair cell"
MP:0004329	"vestibular saccular degeneration"	UBERON:0001854	"saccule of membranous labyrinth"
MP:0004331	"vestibular saccular macula degeneration"	UBERON:0002212	"macula of saccule of membranous labyrinth"
MP:0002632	"vestigial tail"	UBERON:0007812	"post-anal tail"
