defined_class	defined_class_label	entity	entity_label
MP:0011690	"absent basophils"	CL:0000767	"basophil"
MP:0002663	"absent blastocoele"	UBERON:0000090	"blastocele"
MP:0000175	"absent bone marrow cell"	CL:0002092	"bone marrow cell"
MP:0010870	"absent bone trabeculae"	UBERON:0008867	"trabecular network of bone"
MP:0009628	"absent brachial lymph nodes"	UBERON:0002525	"brachial lymph node"
MP:0013810	"absent brachiocephalic trunk"	UBERON:0001529	"brachiocephalic artery"
MP:0008129	"absent brain internal capsule"	UBERON:0001887	"internal capsule of telencephalon"
MP:0011691	"absent bronchioalveolar stem cells"	CL:1001566	"bronchioalveolar stem cells"
MP:0010655	"absent cardiac jelly"	UBERON:0003906	"cardiac jelly"
MP:0012499	"absent cardiogenic plate"	UBERON:0004139	"cardiogenic plate"
MP:0009000	"absent cecum"	UBERON:0001153	"caecum"
MP:0013855	"absent celiac artery"	UBERON:0001640	"celiac artery"
MP:0009958	"absent cerebellar granule cells"	CL:0001031	"cerebellar granule cell"
MP:0006098	"absent cerebellar lobules"	UBERON:0004004	"cerebellum lobule"
MP:0009268	"absent cerebellum fissure"	UBERON:0003980	"cerebellum fissure"
MP:0013000	"absent cerebral aqueduct"	UBERON:0002289	"midbrain cerebral aqueduct"
MP:0011576	"absent cervical atlas"	UBERON:0001092	"vertebral bone 1"
MP:0008920	"absent cervical axis"	UBERON:0001093	"vertebral bone 2"
MP:0009633	"absent cervical lymph nodes"	UBERON:0002429	"cervical lymph node"
MP:0020505	"absent cervical sympathetic trunk"	UBERON:0034901	"cervical sympathetic nerve trunk"
MP:0011693	"absent chondrocytes"	CL:0000138	"chondrocyte"
MP:0010609	"absent chordae tendineae"	UBERON:0005994	"chorda tendineae"
MP:0009593	"absent chorion"	UBERON:0003124	"chorion"
MP:0008934	"absent choroid plexus"	UBERON:0001886	"choroid plexus"
MP:0011850	"absent clitoral bone"	UBERON:0006440	"os clitoris"
MP:0003146	"absent cochlear ganglion"	UBERON:0000395	"cochlear ganglion"
MP:0009041	"absent colliculi"	UBERON:0002259	"corpora quadrigemina"
MP:0011884	"absent colon"	UBERON:0001155	"colon"
MP:0011212	"absent common peroneal nerve"	UBERON:0001324	"common fibular nerve"
MP:0010969	"absent compact bone"	UBERON:0001439	"compact bone tissue"
MP:0010586	"absent conotruncal ridges"	UBERON:0005967	"conotruncal ridge"
MP:0030349	"absent coronal suture"	UBERON:0002489	"coronal suture"
MP:0010437	"absent coronary sinus"	UBERON:0005438	"coronary sinus"
MP:0010561	"absent coronary vessels"	UBERON:0005985	"coronary vessel"
MP:0002196	"absent corpus callosum"	UBERON:0002336	"corpus callosum"
MP:0001134	"absent corpus luteum"	UBERON:0002512	"corpus luteum"
MP:0008342	"absent corticotrophs"	CL:0000467	"adrenocorticotropic hormone secreting cell"
MP:0013913	"absent costovertebral joint"	UBERON:0002292	"costovertebral joint"
MP:0009072	"absent cranial vagina"	UBERON:0003974	"upper part of vagina"
MP:0009374	"absent cumulus expansion"	GO:0001550	"ovarian cumulus expansion"
MP:0012248	"absent dermatome"	UBERON:0004016	"dermatome"
MP:0012517	"absent diencephalon"	UBERON:0001894	"diencephalon"
MP:0012161	"absent distal visceral endoderm"	UBERON:0004878	"distal visceral endoderm"
MP:0010549	"absent dorsal mesocardium"	UBERON:0005601	"dorsal mesocardium"
MP:0008460	"absent dorsal root ganglion"	UBERON:0000044	"dorsal root ganglion"
MP:0008072	"absent double-negative T cells"	CL:0002489	"double negative thymocyte"
MP:0013880	"absent ductus venosus"	UBERON:0002083	"ductus venosus"
MP:0011880	"absent duodenum"	UBERON:0002114	"duodenum"
MP:0000408	"absent duvet hair"	UBERON:0010514	"strand of duvet hair"
MP:0005433	"absent early pro-B cells"	CL:0002046	"early pro-B cell"
MP:0013216	"absent ectoderm"	UBERON:0000924	"ectoderm"
MP:0011207	"absent ectoplacental cavity"	UBERON:0008851	"ectoplacental cavity"
MP:0001717	"absent ectoplacental cone"	UBERON:0004364	"ectoplacental cone"
MP:0001694	"absent egg cylinders"	UBERON:0004013	"egg cylinder"
MP:0011184	"absent embryonic epiblast"	UBERON:0008780	"inner cell mass derived epiblast"
MP:0013906	"absent embryonic telencephalon"	UBERON:0014371	"future telencephalon"
MP:0013207	"absent endoderm"	UBERON:0000925	"endoderm"
MP:0009097	"absent endometrial glands"	UBERON:0002451	"endometrial gland"
MP:0009224	"absent endometrium"	UBERON:0001295	"endometrium"
MP:0011694	"absent eosinophils"	CL:0000771	"eosinophil"
MP:0010555	"absent epicardium"	UBERON:0002348	"epicardium"
MP:0011688	"absent epidermal stem cells"	CL:1000428	"stem cell of epidermis"
MP:0009560	"absent epidermis stratum granulosum"	UBERON:0002069	"stratum granulosum of epidermis"
MP:0009614	"absent epidermis stratum spinosum"	UBERON:0002026	"stratum spinosum of epidermis"
MP:0008901	"absent epididymal fat pad"	UBERON:0010412	"epididymal fat pad"
MP:0013261	"absent epiglottis"	UBERON:0000388	"epiglottis"
MP:0009009	"absent estrous cycle"	GO:0042698	"ovulation cycle"
MP:0009021	"absent estrus"	GO:0060209	"estrus"
MP:0030059	"absent ethmoturbinates"	UBERON:0003973	"nasal concha of ethmoid bone"
MP:0030028	"absent exoccipital bone"	UBERON:0001693	"exoccipital bone"
MP:0014152	"absent exorbital lacrimal gland"	UBERON:0019325	"exorbital lacrimal gland"
MP:0009707	"absent external auditory canal"	UBERON:0001352	"external acoustic meatus"
MP:0009211	"absent external female genitalia"	UBERON:0000997	"mammalian vulva"
MP:0009204	"absent external male genitalia"	UBERON:0004053	"external male genitalia"
MP:0011209	"absent extraembryonic coelom"	UBERON:0003888	"extraembryonic coelomic cavity"
MP:0002583	"absent extraembryonic ectoderm"	UBERON:0004366	"extraembryonic ectoderm"
MP:0030171	"absent extraocular muscles"	UBERON:0001601	"extra-ocular muscle"
MP:0010709	"absent eye anterior chamber"	UBERON:0001766	"anterior chamber of eyeball"
MP:0013929	"absent eye muscles"	UBERON:0004277	"eye muscle"
MP:0001341	"absent eyelids"	UBERON:0001711	"eyelid"
MP:0030385	"absent facial bone"	UBERON:0003462	"facial bone"
MP:0013901	"absent female preputial gland"	UBERON:0005302	"female preputial gland"
MP:0004349	"absent femur"	UBERON:0000981	"femur"
MP:0011244	"absent fetal derived definitive erythrocytes"	CL:0002357	"fetal derived definitive erythrocyte"
MP:0010565	"absent fetal ductus arteriosus"	UBERON:0005440	"ductus arteriosus"
MP:0011705	"absent fibroblast proliferation"	GO:0048144	"fibroblast proliferation"
MP:0005430	"absent fibula"	UBERON:0001446	"fibula"
MP:0006342	"absent first pharyngeal arch"	UBERON:0004362	"pharyngeal arch 1"
MP:0000926	"absent floor plate"	UBERON:0003079	"floor plate"
MP:0008175	"absent follicular B cells"	CL:0000843	"follicular B cell"
MP:0008201	"absent follicular dendritic cells"	CL:0000442	"follicular dendritic cell"
MP:0012136	"absent forebrain"	UBERON:0001890	"forebrain"
MP:0012083	"absent foregut"	UBERON:0001041	"foregut"
MP:0013165	"absent forelimb buds"	UBERON:0005417	"forelimb bud"
MP:0013266	"absent fourth pharynegal pouch"	UBERON:0007125	"pharyngeal pouch 4"
MP:0010643	"absent fourth pharyngeal arch"	UBERON:0003115	"pharyngeal arch 4"
MP:0030340	"absent fourth pharyngeal arch artery"	UBERON:0003121	"pharyngeal arch artery 4"
MP:0004376	"absent frontal bone"	UBERON:0000209	"tetrapod frontal bone"
MP:0012178	"absent frontonasal prominence"	UBERON:0004066	"frontonasal prominence"
MP:0008348	"absent gamma-delta T cells"	CL:0000798	"gamma-delta T cell"
MP:0008352	"absent gamma-delta intraepithelial T cell"	CL:0000801	"gamma-delta intraepithelial T cell"
MP:0008179	"absent germinal center B cells"	CL:0000844	"germinal center B cell"
MP:0011455	"absent glomerular endothelium fenestra"	GO:0036053	"glomerular endothelium fenestra"
MP:0001000	"absent golgi tendon organ"	UBERON:0004012	"golgi tendon organ"
MP:0008336	"absent gonadotrophs"	CL:0000437	"gonadtroph"
MP:0008381	"absent gonial bone"	UBERON:0003966	"gonial bone"
MP:0013698	"absent granulocyte monocyte progenitor cells"	CL:0000557	"granulocyte monocyte progenitor cell"
MP:0006365	"absent guard hair"	UBERON:0010512	"strand of guard hair"
MP:0010687	"absent hair follicle dermal papilla"	UBERON:0000412	"dermal papilla"
MP:0030581	"absent hair follicle placode"	UBERON:0005086	"hair follicle placode"
MP:0000980	"absent hair-down neurons"	CL:1001437	"hair-down neuron"
MP:0009001	"absent hallux"	UBERON:0003631	"pedal digit 1"
MP:0012724	"absent head fold"	UBERON:0009746	"head fold of embryonic disc"
MP:0013198	"absent head mesenchyme"	UBERON:0005253	"head mesenchyme"
MP:0011388	"absent heart"	UBERON:0000948	"heart"
MP:0012250	"absent heart valves"	UBERON:0000946	"cardial valve"
MP:0011695	"absent hematopoietic stem cells"	CL:0000037	"hematopoietic stem cell"
MP:0012141	"absent hindbrain"	UBERON:0002028	"hindbrain"
MP:0012086	"absent hindgut"	UBERON:0001046	"hindgut"
MP:0013168	"absent hindlimb buds"	UBERON:0005418	"hindlimb bud"
MP:0008223	"absent hippocampal commissure"	UBERON:0000908	"hippocampal commissure"
MP:0009324	"absent hippocampal fimbria"	UBERON:0002310	"hippocampus fimbria"
MP:0011155	"absent hippocampus stratum oriens"	UBERON:0005371	"hippocampus stratum oriens"
MP:0008107	"absent horizontal cells"	CL:0000745	"retina horizontal cell"
MP:0020306	"absent horns"	UBERON:0006967	"horn"
MP:0030162	"absent hyoid bone body"	UBERON:0003999	"hyoid bone body"
MP:0009916	"absent hyoid bone greater horns"	UBERON:0003997	"hyoid bone greater horn"
MP:0009915	"absent hyoid bone lesser horns"	UBERON:0003998	"hyoid bone lesser horn"
MP:0011158	"absent hypodermis muscle layer"	UBERON:0008876	"hypodermis skeletal muscle layer"
MP:0013826	"absent hypoglossal canal"	UBERON:0006682	"hypoglossal canal"
MP:0013835	"absent hypoglossal nerve"	UBERON:0001650	"hypoglossal nerve"
MP:0008213	"absent immature B cells"	CL:0000816	"immature B cell"
MP:0009039	"absent inferior colliculus"	UBERON:0001946	"inferior colliculus"
MP:0020493	"absent inferior vena cava"	UBERON:0001072	"posterior vena cava"
MP:0013490	"absent infundibular recess of third ventricle"	UBERON:0006250	"infundibular recess of 3rd ventricle"
MP:0009622	"absent inguinal lymph nodes"	UBERON:0001542	"inguinal lymph node"
MP:0004964	"absent inner cell mass"	UBERON:0000087	"inner cell mass"
MP:0012114	"absent inner cell mass proliferation"	GO:0001833	"inner cell mass cell proliferation"
MP:0006285	"absent inner ear"	UBERON:0001846	"internal ear"
MP:0004314	"absent inner ear vestibule"	UBERON:0005236	"osseus labyrinth vestibule"
MP:0010638	"absent intercalated disks"	GO:0014704	"intercalated disc"
MP:0004483	"absent interdental cells"	CL:0002172	"interdental cell of cochlea"
MP:0009210	"absent internal female genitalia"	UBERON:0003975	"internal female genitalia"
MP:0009206	"absent internal male genitalia"	UBERON:0004054	"internal male genitalia"
MP:0012198	"absent interphalangeal joint"	UBERON:0006658	"interphalangeal joint"
MP:0012254	"absent intersomitic vessels"	UBERON:0014907	"intersomitic vessel"
MP:0008824	"absent interventricular septum membranous part"	UBERON:0004666	"interventricular septum membranous part"
MP:0014153	"absent intraorbital lacrimal gland"	UBERON:0019324	"intraorbital lacrimal gland"
MP:0020832	"absent jugular lymph sacs"	UBERON:0011765	"jugular lymph sac"
MP:0009857	"absent kidney cortex"	UBERON:0001225	"cortex of kidney"
MP:0011438	"absent kidney medulla"	UBERON:0000362	"renal medulla"
MP:0011303	"absent kidney papilla"	UBERON:0001228	"renal papilla"
MP:0011306	"absent kidney pelvis"	UBERON:0001224	"renal pelvis"
MP:0003516	"absent labia majora"	UBERON:0004085	"labium majora"
MP:0003521	"absent labia minora"	UBERON:0004014	"labium minora"
MP:0014008	"absent labyrinthine artery"	UBERON:0018231	"labyrinthine artery"
MP:0008333	"absent lactotrophs"	CL:0000439	"prolactin secreting cell"
MP:0030355	"absent lambdoid suture"	UBERON:0002491	"lambdoid suture"
MP:0012541	"absent lamina terminalis"	UBERON:0005078	"lamina terminalis of neural tube"
MP:0005434	"absent late pro-B cells"	CL:0002048	"late pro-B cell"
MP:0003161	"absent lateral semicircular canal"	UBERON:0001843	"lateral semicircular canal"
MP:0009725	"absent lens vesicle"	UBERON:0005426	"lens vesicle"
MP:0004573	"absent limb buds"	UBERON:0004347	"limb bud"
MP:0011877	"absent liver"	UBERON:0002107	"liver"
MP:0001899	"absent long term depression"	GO:0060292	"long term synaptic depression"
MP:0010907	"absent lung buds"	UBERON:0000118	"lung bud"
MP:0010826	"absent lung saccules"	UBERON:0000116	"lung saccule"
MP:0008523	"absent lymph node germinal center"	UBERON:0009039	"lymph node germinal center"
MP:0008024	"absent lymph nodes"	UBERON:0000029	"lymph node"
MP:0010194	"absent lymphatic vessels"	UBERON:0001473	"lymphatic vessel"
MP:0009213	"absent male inguinal canal"	UBERON:0003702	"inguinal canal"
MP:0006401	"absent male preputial gland"	UBERON:0000359	"preputial gland"
MP:0008379	"absent malleus head"	UBERON:0005342	"malleus head"
MP:0008377	"absent malleus manubrium"	UBERON:0006722	"manubrium of malleus"
MP:0003110	"absent malleus processus brevis"	UBERON:0005354	"malleus processus brevis"
MP:0004913	"absent mandibular angle"	UBERON:0006959	"mandible angular process"
MP:0030233	"absent mandibular canal"	UBERON:0006673	"mandibular canal"
MP:0004911	"absent mandibular condyloid process"	UBERON:0004657	"mandible condylar process"
MP:0004912	"absent mandibular coronoid process"	UBERON:0004660	"mandible coronoid process"
MP:0030269	"absent mandibular ramus"	UBERON:0000401	"mandibular ramus"
MP:0030170	"absent mandibular symphysis"	UBERON:0006606	"mandibular symphysis"
MP:0008183	"absent marginal zone B cells"	CL:0000845	"marginal zone B cell"
MP:0011696	"absent mast cells"	CL:0000097	"mast cell"
MP:0020822	"absent masticatory muscles"	UBERON:0003681	"masticatory muscle"
MP:0009326	"absent maternal crouching"	NBO:0000154	"maternal crouching"
MP:0008212	"absent mature B cells"	CL:0000785	"mature B cell"
MP:0008355	"absent mature gamma-delta T cells"	CL:0000800	"mature gamma-delta T cell"
MP:0030344	"absent maxillary prominence"	UBERON:0005868	"maxillary prominence"
MP:0030093	"absent maxillary sinus"	UBERON:0001764	"maxillary sinus"
MP:0009805	"absent median aperture"	UBERON:0003991	"fourth ventricle median aperture"
MP:0013706	"absent megakaryocyte-erythroid progenitor cells"	CL:0000050	"megakaryocyte-erythroid progenitor cell"
MP:0008253	"absent megakaryocytes"	CL:0000556	"megakaryocyte"
MP:0008094	"absent memory B cells"	CL:0000787	"memory B cell"
MP:0030237	"absent mental foramen"	UBERON:0006812	"mental foramen"
MP:0011429	"absent mesangial cell"	CL:0000650	"mesangial cell"
MP:0008465	"absent mesenteric lymph nodes"	UBERON:0002509	"mesenteric lymph node"
MP:0001683	"absent mesoderm"	UBERON:0000926	"mesoderm"
MP:0011387	"absent metanephric mesenchyme"	UBERON:0003220	"metanephric mesenchyme"
MP:0011366	"absent metanephros"	UBERON:0000081	"metanephros"
MP:0012516	"absent metencephalon"	UBERON:0001895	"metencephalon"
MP:0010705	"absent metoptic pillar"	UBERON:0006006	"metoptic pillar"
MP:0012087	"absent midbrain"	UBERON:0001891	"midbrain"
MP:0012133	"absent midbrain-hindbrain boundary"	UBERON:0003052	"midbrain-hindbrain boundary"
MP:0009706	"absent midgut"	UBERON:0001045	"midgut"
MP:0010886	"absent minor salivary glands"	UBERON:0001830	"minor salivary gland"
MP:0010616	"absent mitral valve cusps"	UBERON:0005996	"mitral valve cusp"
MP:0011166	"absent molar root"	UBERON:0008854	"root of molar tooth"
MP:0012249	"absent myotome"	UBERON:0003082	"myotome"
MP:0008384	"absent nasal capsule"	UBERON:0006332	"nasal capsule"
MP:0013817	"absent nasal cavity"	UBERON:0001707	"nasal cavity"
MP:0030060	"absent nasal pit"	UBERON:0005870	"olfactory pit"
MP:0006293	"absent nasal placodes"	UBERON:0003050	"olfactory placode"
MP:0004872	"absent nasal septum"	UBERON:0001706	"nasal septum"
MP:0030201	"absent nasal septum cartilage"	UBERON:0003407	"cartilage of nasal septum"
MP:0010712	"absent nasolacrimal duct"	UBERON:0002392	"nasolacrimal duct"
MP:0030558	"absent nasopharynx"	UBERON:0001728	"nasopharynx"
MP:0012722	"absent neck"	UBERON:0000974	"neck"
MP:0011407	"absent nephrogenic zone"	UBERON:0009871	"nephrogenic zone"
MP:0011292	"absent nephron"	UBERON:0001285	"nephron"
MP:0012165	"absent neural folds"	UBERON:0005062	"neural fold"
MP:0012166	"absent neural plate"	UBERON:0003075	"neural plate"
MP:0011689	"absent neutrophils"	CL:0000775	"neutrophil"
MP:0009733	"absent nipple"	UBERON:0002030	"nipple"
MP:0013729	"absent nipple sheath"	UBERON:0005083	"nipple sheath"
MP:0000932	"absent notochord"	UBERON:0002328	"notochord"
MP:0006393	"absent nucleus pulposus"	UBERON:0002242	"nucleus pulposus"
MP:0010730	"absent odontoid process"	UBERON:0004096	"odontoid process of cervical vertebra 2"
MP:0009771	"absent optic chiasm"	UBERON:0000959	"optic chiasma"
MP:0013820	"absent optic cup"	UBERON:0003072	"optic cup"
MP:0011389	"absent optic disk"	UBERON:0001783	"optic disc"
MP:0030241	"absent optic pit"	UBERON:0006270	"optic pit"
MP:0012170	"absent optic placodes"	UBERON:0003073	"lens placode"
MP:0001334	"absent optic tract"	UBERON:0001908	"optic tract"
MP:0006294	"absent optic vesicle"	UBERON:0004128	"optic vesicle"
MP:0030174	"absent orbicularis oculi muscle"	UBERON:0001578	"orbicularis oculi muscle"
MP:0030102	"absent orbitosphenoid bone"	UBERON:0002478	"orbitosphenoid"
MP:0004301	"absent organ of Corti supporting cells"	CL:0002490	"organ of Corti supporting cell"
MP:0030061	"absent otic pit"	UBERON:0006273	"otic pit"
MP:0004309	"absent otic vesicle"	UBERON:0003051	"ear vesicle"
MP:0002978	"absent otoliths"	UBERON:0002280	"otolith"
MP:0010041	"absent oval cells"	CL:0002196	"hepatic oval stem cell"
MP:0030465	"absent oval window"	UBERON:0002501	"oval window"
MP:0013312	"absent ovary capsule"	UBERON:0001307	"capsule of ovary"
MP:0009882	"absent palatal shelf"	UBERON:0005619	"secondary palatal shelf"
MP:0000431	"absent palatine bone horizontal plate"	UBERON:0018242	"palatine bone horizontal plate"
MP:0009533	"absent palatine gland"	UBERON:0002447	"palatine gland"
MP:0009158	"absent pancreatic acinar cells"	CL:0002064	"pancreatic acinar cell"
MP:0009156	"absent pancreatic acini"	UBERON:0001263	"pancreatic acinus"
MP:0009178	"absent pancreatic alpha cells"	CL:0000171	"pancreatic A cell"
MP:0009174	"absent pancreatic beta cells"	CL:0000169	"type B pancreatic cell"
MP:0009182	"absent pancreatic delta cells"	CL:0000502	"type D enteroendocrine cell"
MP:0009163	"absent pancreatic duct"	UBERON:0007329	"pancreatic duct"
MP:0009192	"absent pancreatic epsilon cells"	CL:0005019	"pancreatic epsilon cell"
MP:0009173	"absent pancreatic islets"	UBERON:0000006	"islet of Langerhans"
MP:0004060	"absent papillary muscle"	UBERON:0002494	"papillary muscle of heart"
MP:0030382	"absent paranasal sinus"	UBERON:0001825	"paranasal sinus"
MP:0012184	"absent paraxial mesoderm"	UBERON:0003077	"paraxial mesoderm"
MP:0012162	"absent parietal endoderm"	UBERON:0008800	"parietal endoderm"
MP:0008429	"absent parotid gland"	UBERON:0001831	"parotid gland"
MP:0004694	"absent patella"	UBERON:0002446	"patella"
MP:0013809	"absent pectinate muscle"	UBERON:0005980	"pectinate muscle"
MP:0011876	"absent penis"	UBERON:0000989	"penis"
MP:0010972	"absent periosteum"	UBERON:0002515	"periosteum"
MP:0008464	"absent peripheral lymph nodes"	UBERON:0003968	"peripheral lymph node"
MP:0009218	"absent peritoneal vaginal process"	UBERON:0005344	"peritoneal vaginal process"
MP:0012493	"absent pharyngeal arch arteries"	UBERON:0004363	"pharyngeal arch artery"
MP:0003874	"absent pharyngeal arches"	UBERON:0002539	"pharyngeal arch"
MP:0012257	"absent philtrum"	UBERON:0005402	"philtrum"
MP:0008583	"absent photoreceptor inner segment"	GO:0001917	"photoreceptor inner segment"
MP:0008585	"absent photoreceptor outer segment"	GO:0001750	"photoreceptor outer segment"
MP:0001079	"absent phrenic nerve"	UBERON:0001884	"phrenic nerve"
MP:0013362	"absent pineal gland"	UBERON:0001905	"pineal body"
MP:0013361	"absent pineal recess"	UBERON:0022283	"pineal recess of third ventricle"
MP:0006358	"absent pinna reflex"	NBO:0000576	"pinna reflex"
MP:0013181	"absent placenta"	UBERON:0001987	"placenta"
MP:0012127	"absent placenta hemotrichorial membrane"	UBERON:0014849	"hemotrichorial placental membrane"
MP:0010777	"absent placenta metrial gland"	UBERON:0008855	"placenta metrial gland"
MP:0003403	"absent placental labyrinth"	UBERON:0003946	"placenta labyrinth"
MP:0008100	"absent plasma cells"	CL:0000786	"plasma cell"
MP:0012497	"absent pleuropericardial membrane"	UBERON:0006278	"pleuropericardial folds"
MP:0008138	"absent podocyte foot process"	GO:0098846	"podocyte foot"
MP:0008061	"absent podocyte slit diaphragm"	UBERON:0004032	"podocyte slit diaphragm"
MP:0008137	"absent podocytes"	CL:0000653	"glomerular visceral epithelial cell"
MP:0009634	"absent popliteal lymph nodes"	UBERON:0001543	"popliteal lymph node"
MP:0009036	"absent posterior cerebellomedullary cistern"	UBERON:0005974	"posterior cerebellomedullary cistern"
MP:0013850	"absent posterior commissure"	UBERON:0000936	"posterior commissure"
MP:0014006	"absent posterior communicating artery"	UBERON:0001628	"posterior communicating artery"
MP:0003163	"absent posterior semicircular canal"	UBERON:0001842	"posterior semicircular canal"
MP:0012276	"absent prechordal mesoderm"	UBERON:0034878	"prechordal mesoderm"
MP:0004388	"absent prechordal plate"	UBERON:0003063	"prechordal plate"
MP:0000992	"absent primary muscle spindle"	UBERON:0004010	"primary muscle spindle"
MP:0011126	"absent primary ovarian follicles"	UBERON:0000035	"primary ovarian follicle"
MP:0030314	"absent primary palate"	UBERON:0005620	"primary palate"
MP:0011185	"absent primitive endoderm"	CL:0002303	"pigmented ciliary epithelial cell"
MP:0009331	"absent primitive node"	UBERON:0003062	"primitive knot"
MP:0008393	"absent primordial germ cells"	CL:0000670	"primordial germ cell"
MP:0011122	"absent primordial ovarian follicles"	UBERON:0003981	"primordial ovarian follicle"
MP:0008187	"absent pro-B cells"	CL:0000826	"pro-B cell"
MP:0011198	"absent proamniotic cavity"	UBERON:0009742	"proamniotic cavity"
MP:0008467	"absent proprioceptive neurons"	CL:1001451	"sensory neuron of dorsal root ganglion"
MP:0004454	"absent pterygoid process"	UBERON:0004649	"sphenoid bone pterygoid process"
MP:0020823	"absent pubic symphysis"	UBERON:0003699	"pubic symphysis"
MP:0001184	"absent pulmonary alveoli"	UBERON:0006524	"alveolar system"
MP:0010521	"absent pulmonary artery"	UBERON:0002012	"pulmonary artery"
MP:0010921	"absent pulmonary neuroendocrine bodies"	PR:000011107	"nebulin"
MP:0010657	"absent pulmonary trunk"	UBERON:0002333	"pulmonary trunk"
MP:0010604	"absent pulmonary valve cusps"	UBERON:0005992	"pulmonary valve cusp"
MP:0010646	"absent pulmonary vein"	UBERON:0002016	"pulmonary vein"
MP:0009509	"absent rectum"	UBERON:0001052	"rectum"
MP:0012268	"absent red nucleus"	UBERON:0001947	"red nucleus"
MP:0011354	"absent renal glomerulus"	UBERON:0005749	"glomerular tuft"
MP:0010863	"absent respiratory mucosa goblet cells"	CL:0002370	"respiratory goblet cell"
MP:0009773	"absent retina"	UBERON:0000966	"retina"
MP:0008447	"absent retinal cone cells"	CL:0000573	"retinal cone cell"
MP:0008068	"absent retinal ganglion cell"	CL:0000740	"retinal ganglion cell"
MP:0008510	"absent retinal ganglion layer"	UBERON:0001792	"ganglionic layer of retina"
