defined_class	defined_class_label	entity	entity_label
MP:0011874	"enlarged urinary bladder"	UBERON:0001255	"urinary bladder"
MP:0011873	"enlarged uterine horn"	UBERON:0002247	"uterine horn"
MP:0004906	"enlarged uterus"	UBERON:0000995	"uterus"
MP:0004335	"enlarged utricle"	UBERON:0001853	"utricle of membranous labyrinth"
MP:0008981	"enlarged vagina"	UBERON:0000996	"vagina"
MP:0004669	"enlarged vertebral body"	UBERON:0001075	"bony vertebral centrum"
MP:0004316	"enlarged vestibular saccule"	UBERON:0001854	"saccule of membranous labyrinth"
MP:0003528	"enlarged vulva"	UBERON:0000997	"mammalian vulva"
MP:0012160	"expanded anterior visceral endoderm"	UBERON:0004044	"anterior visceral endoderm"
MP:0011353	"expanded mesangial matrix"	UBERON:0012352	"mesangial matrix"
MP:0006166	"eyelid retraction"	UBERON:0001819	"palpebral fissure"
MP:0012479	"increased amygdala size"	UBERON:0001876	"amygdala"
MP:0008228	"increased anterior commissure size"	UBERON:0000935	"anterior commissure"
MP:0020434	"increased astrocyte size"	CL:0000127	"astrocyte"
MP:0003808	"increased atrioventricular cushion size"	UBERON:0002062	"endocardial cushion"
MP:0012274	"increased axial mesoderm size"	UBERON:0003068	"axial mesoderm"
MP:0001264	"increased body size"	UBERON:0000468	"multicellular organism"
MP:0020140	"increased brain external capsule size"	UBERON:0004545	"external capsule of telencephalon"
MP:0012461	"increased brain internal capsule size"	UBERON:0001887	"internal capsule of telencephalon"
MP:0005238	"increased brain size"	UBERON:0000955	"brain"
MP:0009119	"increased brown fat cell size"	CL:0000449	"brown fat cell"
MP:0012487	"increased cerebellum dentate nucleus size"	UBERON:0002132	"dentate nucleus"
MP:0020539	"increased cerebellum fastigial nucleus size"	UBERON:0002153	"fastigial nucleus"
MP:0012471	"increased cerebellum interpositus nucleus size"	UBERON:0004073	"cerebellum interpositus nucleus"
MP:0012473	"increased cingulate cortex size"	UBERON:0003027	"cingulate cortex"
MP:0012485	"increased cochlear VIII nucleus size"	UBERON:0001720	"cochlear nucleus"
MP:0012443	"increased corpus callosum size"	UBERON:0002336	"corpus callosum"
MP:0012483	"increased corticospinal tract size"	UBERON:0002707	"corticospinal tract"
MP:0008426	"increased corticotroph cell size"	CL:0000467	"adrenocorticotropic hormone secreting cell"
MP:0012459	"increased dentate gyrus size"	UBERON:0001885	"dentate gyrus of hippocampal formation"
MP:0001699	"increased embryo size"	UBERON:0000922	"embryo"
MP:0006094	"increased fat cell size"	CL:0000136	"fat cell"
MP:0004199	"increased fetal size"	UBERON:0000323	"late embryo"
MP:0012139	"increased forebrain size"	UBERON:0001890	"forebrain"
MP:0012469	"increased genu of the facial nerve size"	UBERON:0014915	"genu of facial nerve"
MP:0008424	"increased gonadotroph cell size"	CL:0000437	"gonadtroph"
MP:0012481	"increased habenula size"	UBERON:0001904	"habenula"
MP:0010579	"increased heart left ventricle size"	UBERON:0002084	"heart left ventricle"
MP:0010563	"increased heart right ventricle size"	UBERON:0002080	"heart right ventricle"
MP:0012265	"increased hindbrain size"	UBERON:0002028	"hindbrain"
MP:0008224	"increased hippocampal commissure size"	UBERON:0000908	"hippocampal commissure"
MP:0012465	"increased hippocampal fimbria size"	UBERON:0002310	"hippocampus fimbria"
MP:0020546	"increased hippocampal fornix size"	UBERON:0000052	"fornix of brain"
MP:0009911	"increased hyoid bone size"	UBERON:0001685	"hyoid bone"
MP:0000777	"increased inferior colliculus size"	UBERON:0001946	"inferior colliculus"
MP:0008422	"increased lactotroph cell size"	CL:0000439	"prolactin secreting cell"
MP:0006398	"increased long bone epiphyseal plate size"	UBERON:0002516	"epiphyseal plate"
MP:0012455	"increased mammillothalamic tract size"	UBERON:0002990	"mammillothalamic tract of hypothalamus"
MP:0012091	"increased midbrain size"	UBERON:0001891	"midbrain"
MP:0011630	"increased mitochondria size"	GO:0005739	"mitochondrion"
MP:0003037	"increased myocardial infarction size"	MPATH:124	"infarct"
MP:0020067	"increased neocortex size"	UBERON:0001950	"neocortex"
MP:0020549	"increased optic chiasm size"	UBERON:0000959	"optic chiasma"
MP:0012463	"increased optic tract size"	UBERON:0001908	"optic tract"
MP:0009159	"increased pancreatic acinar cell number"	CL:0000622	"acinar cell"
MP:0009531	"increased parotid gland size"	UBERON:0001831	"parotid gland"
MP:0012475	"increased piriform cortex size"	UBERON:0004725	"piriform cortex"
MP:0011529	"increased placenta intervillous maternal lacunae size"	UBERON:0010006	"placenta intervillous maternal lacunae"
MP:0011520	"increased placental labyrinth size"	UBERON:0003946	"placenta labyrinth"
MP:0020534	"increased pons size"	UBERON:0000988	"pons"
MP:0020563	"increased pontine nuclei size"	UBERON:0002151	"pontine nuclear group"
MP:0020567	"increased pontocerebellar fibers size"	UBERON:0022421	"pontocerebellar tract"
MP:0020571	"increased premotor cortex size"	UBERON:0016634	"premotor cortex"
MP:0012449	"increased primary motor cortex size"	UBERON:0001384	"primary motor cortex"
MP:0012452	"increased retrosplenial granular cortex size"	UBERON:0014918	"retrosplenial granular cortex"
MP:0012786	"increased rhombomere 1 size"	UBERON:0005499	"rhombomere 1"
MP:0012790	"increased rhombomere 2 size"	UBERON:0005569	"rhombomere 2"
MP:0012794	"increased rhombomere 3 size"	UBERON:0005507	"rhombomere 3"
MP:0012798	"increased rhombomere 4 size"	UBERON:0005511	"rhombomere 4"
MP:0012802	"increased rhombomere 5 size"	UBERON:0005515	"rhombomere 5"
MP:0012806	"increased rhombomere 6 size"	UBERON:0005519	"rhombomere 6"
MP:0012810	"increased rhombomere 7 size"	UBERON:0005523	"rhombomere 7"
MP:0012814	"increased rhombomere 8 size"	UBERON:0005527	"rhombomere 8"
MP:0012477	"increased secondary somatosensory cortex size"	UBERON:0008934	"secondary somatosensory cortex"
MP:0009399	"increased skeletal muscle fiber size"	CL:0000188	"cell of skeletal muscle"
MP:0003398	"increased skeletal muscle size"	UBERON:0001134	"skeletal muscle tissue"
MP:0008416	"increased somatotroph cell size"	CL:0000295	"somatotropin secreting cell"
MP:0002809	"increased spinal cord size"	UBERON:0002240	"spinal cord"
MP:0008483	"increased spleen germinal center size"	UBERON:0005196	"spleen germinal center"
MP:0012098	"increased spongiotrophoblast size"	UBERON:0004021	"spongiotrophoblast layer"
MP:0020555	"increased stria medullaris size"	UBERON:0006086	"stria medullaris"
MP:0012467	"increased striatum area"	UBERON:0002435	"striatum"
MP:0020536	"increased subiculum size"	UBERON:0002191	"subiculum"
MP:0009521	"increased submandibular gland size"	UBERON:0001736	"submandibular gland"
MP:0020542	"increased substantia nigra size"	UBERON:0002038	"substantia nigra"
MP:0000905	"increased superior colliculus size"	UBERON:0001945	"superior colliculus"
MP:0008420	"increased thyrotroph cell size"	CL:0000476	"thyrotroph"
MP:0009906	"increased tongue size"	UBERON:0001723	"tongue"
MP:0003721	"increased tumor growth/size"	MPATH:218	"neoplasm"
MP:0020559	"increased ventromedial hypothalamic nucleus size"	UBERON:0001935	"ventromedial nucleus of hypothalamus"
MP:0009118	"increased white fat cell size"	CL:0000448	"white fat cell"
MP:0000085	"large anterior fontanelle"	UBERON:0002510	"anterior fontanel"
MP:0030432	"large cranial foramen ovale"	UBERON:0001698	"foramen ovale of skull"
MP:0030068	"large face"	UBERON:0001456	"face"
MP:0030388	"large fontanelles"	UBERON:0002221	"fontanelle"
MP:0030433	"large foramen rotundum"	UBERON:0005446	"foramen rotundum"
MP:0030042	"large forehead"	UBERON:0008200	"forehead"
MP:0020302	"large horns"	UBERON:0006967	"horn"
MP:0002220	"large lymphoid organs"	UBERON:0004177	"hemopoietic organ"
MP:0030050	"large mandible"	UBERON:0001684	"mandible"
MP:0030204	"large nasal septum"	UBERON:0001706	"nasal septum"
MP:0006218	"large optic disk"	UBERON:0001783	"optic disc"
MP:0006212	"large orbits"	UBERON:0001697	"orbit of skull"
MP:0003599	"large penis"	UBERON:0000989	"penis"
MP:0030387	"large posterior fontanelle"	UBERON:0006683	"posterior fontanelle"
MP:0003585	"large ureter"	UBERON:0000056	"ureter"
MP:0000248	"macrocytosis"	CL:0000232	"erythrocyte"
MP:0030091	"macrodontia"	UBERON:0001091	"calcareous tooth"
MP:0001296	"macrophthalmia"	UBERON:0000019	"camera-type eye"
MP:0009881	"macrostomia"	UBERON:0000165	"mouth"
MP:0000434	"megacephaly"	UBERON:0000033	"head"
MP:0002731	"megacolon"	UBERON:0001155	"colon"
MP:0001183	"overexpanded pulmonary alveoli"	UBERON:0006524	"alveolar system"
MP:0013328	"visceromegaly"	UBERON:0017672	"abdominal viscera"
