defined_class	defined_class_label	entity	entity_label
MP:0003441	"increased glycerol level"	CHEBI:17754	"glycerol"
MP:0005440	"increased glycogen level"	CHEBI:28087	"glycogen"
MP:0008334	"increased gonadotroph cell number"	CL:0000437	"gonadtroph"
MP:0013696	"increased granulocyte monocyte progenitor cell number"	CL:0000557	"granulocyte monocyte progenitor cell"
MP:0000322	"increased granulocyte number"	CL:0000094	"granulocyte"
MP:0005137	"increased growth hormone level"	CHEBI:37845	"growth hormone"
MP:0012110	"increased hair follicle number"	UBERON:0002073	"hair follicle"
MP:0012717	"increased hemangioblast number"	CL:0002418	"hemangioblast"
MP:0002947	"increased hemangioma incidence"	MPATH:240	"hemangioma"
MP:0011181	"increased hematopoietic cell number"	CL:0000988	"hematopoietic cell"
MP:0004809	"increased hematopoietic stem cell number"	CL:0000037	"hematopoietic stem cell"
MP:0010054	"increased hepatoblastoma incidence"	MPATH:356	"hepatoblastoma"
MP:0003331	"increased hepatocellular carcinoma incidence"	DOID:684	"hepatocellular carcinoma"
MP:0014038	"increased hepatocyte number"	CL:0000182	"hepatocyte"
MP:0009321	"increased histiocytic sarcoma incidence"	MPATH:506	"histiocytic sarcoma"
MP:0008214	"increased immature B cell number"	CL:0000816	"immature B cell"
MP:0013667	"increased immature NK cell number"	CL:0000823	"immature natural killer cell"
MP:0003364	"increased insulinoma incidence"	DOID:3892	"insulinoma"
MP:0020833	"increased jugular lymph sac number"	UBERON:0011765	"jugular lymph sac"
MP:0008331	"increased lactotroph cell number"	CL:0000439	"prolactin secreting cell"
MP:0003134	"increased late pro-B cell number"	CL:0002048	"late pro-B cell"
MP:0003569	"increased leiomyoma incidence"	MPATH:425	"leiomyoma"
MP:0002035	"increased leiomyosarcoma incidence"	MPATH:426	"leiomyosarcoma"
MP:0002026	"increased leukemia incidence"	MPATH:496	"Non-Lymphoid leukaemias"
MP:0000218	"increased leukocyte cell number"	CL:0000738	"leukocyte"
MP:0009816	"increased leukotriene level"	CHEBI:25029	"leukotriene"
MP:0001840	"increased level of surface class I molecules"	GO:0042612	"MHC class I protein complex"
MP:0010538	"increased level of surface class II molecules"	GO:0042613	"MHC class II protein complex"
MP:0010343	"increased lipoma incidence"	MPATH:417	"lipoma"
MP:0020410	"increased liposarcoma incidence"	MPATH:418	
MP:0004650	"increased lumbar vertebrae number"	UBERON:0002414	"lumbar vertebra"
MP:0005133	"increased luteinizing hormone level"	CHEBI:81568	"Luteinizing hormone"
MP:0002218	"increased lymph node number"	UBERON:0000029	"lymph node"
MP:0005013	"increased lymphocyte cell number"	CL:0000542	"lymphocyte"
MP:0012431	"increased lymphoma incidence"	MPATH:513	"Lymphoid neoplasms"
MP:0005425	"increased macrophage cell number"	CL:0000235	"macrophage"
MP:0004778	"increased macrophage derived foam cell number"	CL:0000517	"macrophage derived foam cell"
MP:0009721	"increased mammary gland number"	UBERON:0001911	"mammary gland"
MP:0008181	"increased marginal zone B cell number"	CL:0000845	"marginal zone B cell"
MP:0000324	"increased mast cell number"	CL:0000097	"mast cell"
MP:0013673	"increased mature NK cell number"	CL:0000824	"mature natural killer cell"
MP:0008353	"increased mature gamma-delta T cell number"	CL:0000800	"mature gamma-delta T cell"
MP:0005641	"increased mean corpuscular hemoglobin concentration"	MP:0001589	"abnormal mean corpuscular hemoglobin"
MP:0006283	"increased medulloblastoma incidence"	MPATH:250	"medulloblastoma"
MP:0008254	"increased megakaryocyte cell number"	CL:0000556	"megakaryocyte"
MP:0020463	"increased megakaryocyte progenitor cell number"	CL:0000553	"megakaryocyte progenitor cell"
MP:0013704	"increased megakaryocyte-erythroid progenitor cell number"	CL:0000050	"megakaryocyte-erythroid progenitor cell"
MP:0010275	"increased melanoma incidence"	MPATH:359	"melanoma"
MP:0008728	"increased memory B cell number"	CL:0000787	"memory B cell"
MP:0008049	"increased memory T cell number"	CL:0000813	"memory T cell"
MP:0010311	"increased meningioma incidence"	MPATH:251	"meningioma"
MP:0010309	"increased mesothelioma incidence"	MPATH:365	"mesothelioma"
MP:0011628	"increased mitochondria number"	GO:0005739	"mitochondrion"
MP:0000220	"increased monocyte cell number"	CL:0000576	"monocyte"
MP:0005192	"increased motor neuron number"	CL:0000100	"motor neuron"
MP:0008485	"increased muscle spindle number"	UBERON:0003718	"muscle spindle"
MP:0020458	"increased myelin sheath amount"	UBERON:0000347	"entire myelin sheath"
MP:0013663	"increased myeloid cell number"	CL:0000763	"myeloid cell"
MP:0008121	"increased myeloid dendritic cell number"	CL:0000782	"myeloid dendritic cell"
MP:0006321	"increased myocardial fiber number"	CL:0000746	"cardiac muscle cell"
MP:0002039	"increased neuroblastoma incidence"	MPATH:376	"neuroblastoma"
MP:0010314	"increased neurofibroma incidence"	MPATH:435	"neurofibroma"
MP:0004980	"increased neuronal precursor cell number"	CL:0000337	"neuroblast (sensu Vertebrata)"
MP:0000219	"increased neutrophil cell number"	CL:0000775	"neutrophil"
MP:0009723	"increased nipple number"	UBERON:0002030	"nipple"
MP:0030509	"increased number of epithelial cell rests of Malassez"	CL:0002166	"epithelial cell of Malassez"
MP:0010919	"increased number of pulmonary neuroendocrine bodies"	UBERON:0010002	"pulmonary neuroendocrine body"
MP:0030455	"increased odontoblast number"	CL:0000060	"odontoblast"
MP:0010353	"increased odontoma incidence"	MPATH:387	"odontoma"
MP:0010312	"increased oligodendroglioma incidence"	MPATH:252	"oligodendroglioma"
MP:0004988	"increased osteoblast cell number"	CL:0000062	"osteoblast"
MP:0004984	"increased osteoclast cell number"	CL:0000092	"osteoclast"
MP:0030482	"increased osteocyte number"	CL:0000137	"osteocyte"
MP:0010313	"increased osteoma incidence"	MPATH:396	"osteoma"
MP:0003789	"increased osteosarcoma incidence"	MPATH:397	"osteosarcoma"
MP:0008780	"increased pancreatic acinar cell carcinoma incidence"	DOID:5742	"pancreatic acinar cell adenocarcinoma"
MP:0003645	"increased pancreatic beta cell number"	CL:0000169	"type B pancreatic cell"
MP:0003430	"increased pancreatic islet cell adenoma incidence"	MPATH:287	"islet cell adenoma"
MP:0002014	"increased papilloma incidence"	MPATH:445	"papilloma"
MP:0002050	"increased pheochromocytoma incidence"	MPATH:377	"pheochromocytoma"
MP:0020817	"increased photoreceptor outer segment number"	GO:0001750	"photoreceptor outer segment"
MP:0010077	"increased phytosterol level"	CHEBI:26125	"phytosterols"
MP:0002013	"increased pilomatricoma incidence"	MPATH:571	"pilomatricoma"
MP:0008097	"increased plasma cell number"	CL:0000786	"plasma cell"
MP:0008524	"increased plasmacytoid dendritic cell number"	CL:0000784	"plasmacytoid dendritic cell"
MP:0010286	"increased plasmacytoma incidence"	MPATH:532	"plasmacytoma"
MP:0020430	"increased platelet alpha-granule number"	GO:0031091	"platelet alpha granule"
MP:0020433	"increased platelet dense granule number"	GO:0042827	"platelet dense granule"
MP:0004147	"increased porphyrin level"	CHEBI:8337	"porphyrin"
MP:0003132	"increased pre-B cell number"	CL:0000817	"precursor B cell"
MP:0000464	"increased presacral vertebrae number"	UBERON:0004451	"trunk or cervical vertebra"
MP:0011124	"increased primary ovarian follicle number"	UBERON:0000035	"primary ovarian follicle"
MP:0008394	"increased primordial germ cell number"	CL:0000670	"primordial germ cell"
MP:0011120	"increased primordial ovarian follicle number"	UBERON:0003981	"primordial ovarian follicle"
MP:0005139	"increased prolactin level"	PR:000013246	"prolactin"
MP:0003505	"increased prolactinoma incidence"	DOID:5394	"prolactinoma"
MP:0020237	"increased proline level"	CHEBI:26271	"proline"
MP:0009814	"increased prostaglandin level"	CHEBI:26333	"prostaglandin"
MP:0020389	"increased radial glial cell number"	CL:0000681	"radial glial cell"
MP:0004973	"increased regulatory T cell number"	CL:0000815	"regulatory T cell"
MP:0008445	"increased retinal cone cell number"	CL:0000573	"retinal cone cell"
MP:0002983	"increased retinal ganglion cell number"	CL:0000740	"retinal ganglion cell"
MP:0006070	"increased retinal photoreceptor cell number"	CL:0000287	"eye photoreceptor cell"
MP:0008452	"increased retinal rod cell number"	CL:0000604	"retinal rod cell"
MP:0006310	"increased retinoblastoma incidence"	MPATH:378	"retinoblastoma"
MP:0010391	"increased rhabdomyoma incidence"	MPATH:722	"rhabdomyoma"
MP:0002036	"increased rhabdomyosarcoma incidence"	MPATH:428	"rhabdomyosarcoma"
MP:0000480	"increased rib number"	UBERON:0002228	"rib"
MP:0010101	"increased sacral vertebrae number"	UBERON:0001094	"sacral vertebra"
MP:0002032	"increased sarcoma incidence"	MPATH:551	"sarcoma"
MP:0000730	"increased satellite cell number"	CL:0000594	"skeletal muscle satellite cell"
MP:0005284	"increased saturated fatty acid level"	CHEBI:26607	"saturated fatty acid"
MP:0013191	"increased sebaceous gland number"	UBERON:0001821	"sebaceous gland"
MP:0013378	"increased sebocyte number"	CL:0002140	"acinar cell of sebaceous gland"
MP:0011128	"increased secondary ovarian follicle number"	UBERON:0000037	"tertiary ovarian follicle"
MP:0006006	"increased sensory neuron number"	CL:0000101	"sensory neuron"
MP:0010069	"increased serotonin level"	CHEBI:28790	"serotonin"
MP:0010915	"increased solitary pulmonary neuroendocrine cell number"	CL:0002066	"Feyrter cell"
MP:0008328	"increased somatotroph cell number"	CL:0000295	"somatotropin secreting cell"
MP:0012181	"increased somite number"	UBERON:0002329	"somite"
MP:0030603	"increased sperm number"	CL:0000019	"sperm"
MP:0020116	"increased sphingosine level"	CHEBI:16393	"sphingosine"
MP:0010367	"increased spindle cell carcinoma incidence"	DOID:4015	"spindle cell carcinoma"
MP:0008481	"increased spleen germinal center number"	UBERON:0005196	"spleen germinal center"
MP:0008476	"increased spleen red pulp amount"	UBERON:0001250	"red pulp of spleen"
MP:0008478	"increased spleen white pulp amount"	UBERON:0001959	"white pulp of spleen"
MP:0004207	"increased squamous cell carcinoma incidence"	DOID:1749	"squamous cell carcinoma"
MP:0012284	"increased sternebra number"	UBERON:0002208	"sternebra"
MP:0012226	"increased sterol level"	CHEBI:15889	"sterol"
MP:0010934	"increased subcutaneous adipose tissue amount"	UBERON:0002190	"subcutaneous adipose tissue"
MP:0020006	"increased sulfoglycosphingolipid level"	CHEBI:36477	"sulfoglycosphingolipid"
MP:0010349	"increased teratocarcinoma incidence"	MPATH:321	"teratocarcinoma"
MP:0002627	"increased teratoma incidence"	MPATH:322	"teratoma"
MP:0009371	"increased theca cell number"	CL:0000503	"theca cell"
MP:0004651	"increased thoracic vertebrae number"	UBERON:0002347	"thoracic vertebra"
MP:0000714	"increased thymocyte number"	CL:0000893	"thymocyte"
MP:0010365	"increased thymus tumor incidence"	DOID:3277	"thymus cancer"
MP:0010345	"increased thyroid C-cell carcinoma incidence"	MPATH:308	"thyroid C-cell carcinoma"
MP:0010346	"increased thyroid carcinoma incidence"	DOID:3963	"thyroid carcinoma"
MP:0005135	"increased thyroid-stimulating hormone level"	CHEBI:81567	"thyroid stimulating hormone"
MP:0008337	"increased thyrotroph cell number"	CL:0000476	"thyrotroph"
MP:0005470	"increased thyroxine level"	CHEBI:30660	"thyroxine"
MP:0008837	"increased transforming growth factor level"	PR:000000046	"TGF-beta"
MP:0008189	"increased transitional stage B cell number"	CL:0000818	"transitional stage B cell"
MP:0009922	"increased transitional stage T1 B cell number"	CL:0000958	"T1 B cell"
MP:0009925	"increased transitional stage T2 B cell number"	CL:0000959	"T2 B cell"
MP:0010229	"increased transitional stage T3 B cell number"	CL:0000960	"T3 B cell"
MP:0002732	"increased trichoepithelioma incidence"	MPATH:232	"trichoepithelioma"
MP:0002012	"increased trichofolliculoma incidence"	MPATH:576	"trichofolliculoma"
MP:0005317	"increased triglyceride level"	CHEBI:17855	"triglyceride"
MP:0005474	"increased triiodothyronine level"	CHEBI:18258	"3,3',5-triiodo-L-thyronine"
MP:0009397	"increased trophoblast giant cell number"	CL:0002488	"trophoblast giant cell"
MP:0010810	"increased type II pneumocyte number"	CL:0002063	"type II pneumocyte"
MP:0005283	"increased unsaturated fatty acid level"	CHEBI:27208	"unsaturated fatty acid"
MP:0011789	"increased urethra carcinoma incidence"	DOID:734	"urethra cancer"
MP:0009394	"increased uterine NK cell number"	CL:0002343	"decidual natural killer cell"
MP:0006056	"increased vascular endothelial cell number"	CL:0002139	"endothelial cell of vascular tree"
MP:0004644	"increased vertebrae number"	UBERON:0002412	"vertebra"
MP:0004327	"increased vestibular hair cell number"	CL:0000609	"vestibular hair cell"
MP:0012337	"increased vitamin D level"	CHEBI:27300	"vitamin D"
MP:0000008	"increased white adipose tissue amount"	UBERON:0001347	"white adipose tissue"
MP:0009537	"interstitial cells of Cajal hyperplasia"	CL:0002088	"interstitial cell of Cajal"
MP:0011301	"juxtaglomerular cell hyperplasia"	CL:0000648	"kidney granular cell"
MP:0011427	"mesangial cell hyperplasia"	CL:0000650	"mesangial cell"
MP:0010373	"myeloid hyperplasia"	CL:0000763	"myeloid cell"
MP:0004510	"myositis"	MPATH:200	"myositis"
MP:0005357	"novel environmental response-related retropulsion"	NBO:0000102	"fear-related retropulsion"
MP:0005356	"positive geotaxis"	NBO:0000380	"positive gravitactic behavior"
MP:0001193	"psoriasis"	MPATH:675	"psoriasiform dermatitis"
MP:0002640	"reticulocytosis"	CL:0000558	"reticulocyte"
MP:0010323	"retropulsion"	NBO:0000101	"retropulsion"
MP:0009248	"small caput epididymis"	UBERON:0004358	"caput epididymis"
MP:0006369	"supernumerary incisors"	UBERON:0001098	"incisor tooth"
MP:0010773	"supernumerary molars"	UBERON:0003655	"molar tooth"
MP:0011357	"supernumerary renal arteries"	UBERON:0001184	"renal artery"
MP:0004033	"supernumerary teeth"	UBERON:0001091	"calcareous tooth"
MP:0004175	"telangiectases"	MPATH:476	"telangiectasia"
MP:0005505	"thrombocytosis"	CL:0000233	"platelet"
